Date,QQQ,SPY,VIX
1998-01-02,,59.86235046386719,23.420000076293945
1998-01-05,,59.99657440185547,24.360000610351562
1998-01-06,,59.037837982177734,25.65999984741211
1998-01-07,,59.19124221801758,25.06999969482422
1998-01-08,,58.67353820800781,26.010000228881836
1998-01-09,,56.641029357910156,28.690000534057617
1998-01-12,,57.676490783691406,28.020000457763672
1998-01-13,,58.48175048828125,25.170000076293945
1998-01-14,,58.75025177001953,23.75
1998-01-15,,58.261287689208984,23.450000762939453
1998-01-16,,59.09537124633789,21.649999618530273
1998-01-20,,60.0540657043457,21.649999618530273
1998-01-21,,59.47884750366211,22.530000686645508
1998-01-22,,58.9515380859375,23.15999984741211
1998-01-23,,58.86529541015625,23.31999969482422
1998-01-26,,58.826927185058594,23.969999313354492
1998-01-27,,59.42130661010742,22.270000457763672
1998-01-28,,59.95822525024414,22.059999465942383
1998-01-29,,60.28419876098633,21.649999618530273
1998-01-30,,60.322505950927734,21.469999313354492
1998-02-02,,61.319576263427734,21.360000610351562
1998-02-03,,61.77976989746094,20.670000076293945
1998-02-04,,61.70303726196289,20.549999237060547
1998-02-05,,61.66470718383789,21.290000915527344
1998-02-06,,62.354976654052734,20.510000228881836
1998-02-09,,62.144081115722656,21.549999237060547
1998-02-10,,62.73851013183594,20.65999984741211
1998-02-11,,62.68097686767578,20.3799991607666
1998-02-12,,62.94942092895508,19.729999542236328
1998-02-13,,62.58510208129883,19.84000015258789
1998-02-17,,62.891883850097656,20.760000228881836
1998-02-18,,63.46707534790039,19.65999984741211
1998-02-19,,63.13157653808594,19.8799991607666
1998-02-20,,63.601322174072266,19.0
1998-02-23,,63.85059356689453,18.989999771118164
1998-02-24,,63.35205078125,19.350000381469727
1998-02-25,,64.13822937011719,18.6200008392334
1998-02-26,,64.50250244140625,18.6299991607666
1998-02-27,,64.50250244140625,18.549999237060547
1998-03-02,,64.36831665039062,19.190000534057617
1998-03-03,,64.73263549804688,19.040000915527344
1998-03-04,,64.31075286865234,19.579999923706055
1998-03-05,,63.71635055541992,20.93000030517578
1998-03-06,,65.00104522705078,19.139999389648438
1998-03-09,,64.7709732055664,20.229999542236328
1998-03-10,,65.38452911376953,19.43000030517578
1998-03-11,,65.69132995605469,18.889999389648438
1998-03-12,,65.95980072021484,18.25
1998-03-13,,65.71051025390625,18.709999084472656
1998-03-16,,66.41993713378906,18.510000228881836
1998-03-17,,66.61167907714844,18.65999984741211
1998-03-18,,66.86096954345703,18.290000915527344
1998-03-19,,67.0335464477539,17.760000228881836
1998-03-20,,67.61072540283203,18.690000534057617
1998-03-23,,67.45691680908203,19.979999542236328
1998-03-24,,68.03379821777344,20.510000228881836
1998-03-25,,67.78378295898438,22.540000915527344
1998-03-26,,67.74533081054688,22.809999465942383
1998-03-27,,67.45691680908203,23.469999313354492
1998-03-30,,67.41844940185547,24.65999984741211
1998-03-31,,67.64917755126953,24.219999313354492
1998-04-01,,68.19723510742188,23.3700008392334
1998-04-02,,68.93759155273438,21.979999542236328
1998-04-03,,69.2837142944336,21.81999969482422
1998-04-06,,68.72602081298828,22.469999313354492
1998-04-07,,68.26453399658203,23.65999984741211
1998-04-08,,67.87994384765625,23.170000076293945
1998-04-09,,68.41838836669922,21.510000228881836
1998-04-13,,68.22606658935547,22.770000457763672
1998-04-14,,68.8029556274414,21.610000610351562
1998-04-15,,68.99524688720703,20.889999389648438
1998-04-16,,68.1875991821289,22.059999465942383
1998-04-17,,69.09141540527344,20.760000228881836
1998-04-20,,69.0721664428711,20.389999389648438
1998-04-21,,69.3990707397461,19.90999984741211
1998-04-22,,69.59131622314453,19.440000534057617
1998-04-23,,68.91831970214844,20.600000381469727
1998-04-24,,68.1875991821289,21.969999313354492
1998-04-27,,66.8992919921875,26.09000015258789
1998-04-28,,66.8030776977539,24.170000076293945
1998-04-29,,67.26463317871094,22.780000686645508
1998-04-30,,68.51451110839844,21.18000030517578
1998-05-01,,69.2837142944336,19.34000015258789
1998-05-04,,69.11060333251953,20.31999969482422
1998-05-05,,68.6299057006836,21.459999084472656
1998-05-06,,67.82225799560547,22.790000915527344
1998-05-07,,67.28380584716797,23.389999389648438
1998-05-08,,68.3799057006836,20.56999969482422
1998-05-11,,68.1491470336914,21.049999237060547
1998-05-12,,68.87986755371094,20.979999542236328
1998-05-13,,69.05289459228516,20.440000534057617
1998-05-14,,68.7068099975586,19.639999389648438
1998-05-15,,68.32221984863281,20.440000534057617
1998-05-18,,68.05300903320312,21.690000534057617
1998-05-19,,68.51451110839844,20.389999389648438
1998-05-20,,69.1683120727539,19.889999389648438
1998-05-21,,68.72602081298828,19.3799991607666
1998-05-22,,68.45677947998047,18.989999771118164
1998-05-26,,67.3607406616211,22.06999969482422
1998-05-27,,67.45691680908203,22.59000015258789
1998-05-28,,67.76458740234375,20.739999771118164
1998-05-29,,67.0915756225586,21.31999969482422
1998-06-01,,67.39921569824219,22.829999923706055
1998-06-02,,67.45691680908203,22.0
1998-06-03,,66.38004302978516,22.850000381469727
1998-06-04,,67.61072540283203,21.219999313354492
1998-06-05,,68.91831970214844,19.780000686645508
1998-06-08,,68.84142303466797,20.579999923706055
1998-06-09,,69.05289459228516,20.520000457763672
1998-06-10,,68.61066436767578,21.479999542236328
1998-06-11,,67.32228088378906,23.56999969482422
1998-06-12,,67.9568862915039,22.780000686645508
1998-06-15,,66.16852569580078,25.940000534057617
1998-06-16,,67.18770599365234,24.799999237060547
1998-06-17,,68.59141540527344,22.889999389648438
1998-06-18,,68.28378295898438,22.399999618530273
1998-06-19,,67.94163513183594,21.920000076293945
1998-06-22,,68.2695541381836,21.940000534057617
1998-06-23,,69.07978820800781,20.170000076293945
1998-06-24,,70.00570678710938,20.020000457763672
1998-06-25,,69.88998413085938,20.25
1998-06-26,,70.17933654785156,19.360000610351562
1998-06-29,,70.43009185791016,19.56999969482422
1998-06-30,,69.94781494140625,19.709999084472656
1998-07-01,,70.75804901123047,18.0
1998-07-02,,70.89311218261719,17.670000076293945
1998-07-06,,71.60681915283203,18.6299991607666
1998-07-07,,71.47179412841797,18.6200008392334
1998-07-08,,71.99264526367188,17.81999969482422
1998-07-09,,71.51038360595703,18.15999984741211
1998-07-10,,71.89617919921875,17.920000076293945
1998-07-13,,71.91548919677734,18.260000228881836
1998-07-14,,72.72571563720703,17.8799991607666
1998-07-15,,72.59070587158203,17.889999389648438
1998-07-16,,73.09220886230469,16.969999313354492
1998-07-17,,73.1886978149414,16.229999542236328
1998-07-20,,73.1886978149414,17.34000015258789
1998-07-21,,71.91548919677734,20.100000381469727
1998-07-22,,71.91548919677734,20.31999969482422
1998-07-23,,70.48798370361328,23.010000228881836
1998-07-24,,70.43009185791016,23.010000228881836
1998-07-27,,70.93165588378906,23.1299991607666
1998-07-28,,69.73566436767578,25.25
1998-07-29,,69.4655990600586,24.790000915527344
1998-07-30,,70.5073013305664,22.65999984741211
1998-07-31,,69.00259399414062,24.799999237060547
1998-08-03,,68.7132568359375,25.979999542236328
1998-08-04,,66.05113220214844,31.059999465942383
1998-08-05,,66.9577865600586,29.829999923706055
1998-08-06,,67.2471694946289,28.200000762939453
1998-08-07,,67.3629150390625,27.020000457763672
1998-08-10,,66.97711944580078,28.75
1998-08-11,,65.97399139404297,31.90999984741211
1998-08-12,,67.09285736083984,28.549999237060547
1998-08-13,,66.28263854980469,29.920000076293945
1998-08-14,,65.51102447509766,34.34000015258789
1998-08-17,,66.89990234375,31.860000610351562
1998-08-18,,68.134521484375,28.399999618530273
1998-08-19,,67.96092224121094,28.690000534057617
1998-08-20,,67.55580139160156,30.0
1998-08-21,,67.01565551757812,33.13999938964844
1998-08-24,,67.44004821777344,31.799999237060547
1998-08-25,,67.5943603515625,30.329999923706055
1998-08-26,,67.20861053466797,31.139999389648438
1998-08-27,,64.04493713378906,38.54999923706055
1998-08-28,,63.81343460083008,39.599998474121094
1998-08-31,,59.26083755493164,44.279998779296875
1998-09-01,,61.768611907958984,36.47999954223633
1998-09-02,,61.32496643066406,36.7599983215332
1998-09-03,,60.842674255371094,41.43000030517578
1998-09-04,,60.34109115600586,43.310001373291016
1998-09-08,,63.581939697265625,37.900001525878906
1998-09-09,,62.03867721557617,39.65999984741211
1998-09-10,,60.804100036621094,45.290000915527344
1998-09-11,,62.77170944213867,43.7400016784668
1998-09-14,,63.85198974609375,38.56999969482422
1998-09-15,,64.23780059814453,36.58000183105469
1998-09-16,,64.81654357910156,35.939998626708984
1998-09-17,,62.964637756347656,39.22999954223633
1998-09-18,,63.2451057434082,38.630001068115234
1998-09-21,,63.20639419555664,38.58000183105469
1998-09-22,,63.729103088378906,36.619998931884766
1998-09-23,,66.28443145751953,32.470001220703125
1998-09-24,,64.65829467773438,34.65999984741211
1998-09-25,,64.58084869384766,34.54999923706055
1998-09-28,,65.16156768798828,34.869998931884766
1998-09-29,,65.00675201416016,36.08000183105469
1998-09-30,,63.032142639160156,40.95000076293945
1998-10-01,,61.212440490722656,43.47999954223633
1998-10-02,,62.393314361572266,40.470001220703125
1998-10-05,,61.135009765625,42.810001373291016
1998-10-06,,61.076927185058594,41.20000076293945
1998-10-07,,60.167076110839844,43.5099983215332
1998-10-08,,59.83796310424805,45.7400016784668
1998-10-09,,61.038211822509766,42.20000076293945
1998-10-12,,61.9287223815918,40.06999969482422
1998-10-13,,61.71574020385742,40.22999954223633
1998-10-14,,62.29648971557617,38.959999084472656
1998-10-15,,65.64557647705078,33.34000015258789
1998-10-16,,65.66497039794922,34.81999969482422
1998-10-19,,65.89724731445312,33.130001068115234
1998-10-20,,66.28443145751953,33.11000061035156
1998-10-21,,66.05213165283203,33.209999084472656
1998-10-22,,67.03944396972656,31.530000686645508
1998-10-23,,66.18761444091797,32.27000045776367
1998-10-26,,66.67162322998047,32.380001068115234
1998-10-27,,66.28443145751953,32.95000076293945
1998-10-28,,66.16824340820312,32.41999816894531
1998-10-29,,67.77506256103516,29.5
1998-10-30,,68.14285278320312,28.049999237060547
1998-11-02,,69.30439758300781,27.260000228881836
1998-11-03,,68.80105590820312,27.760000228881836
1998-11-04,,69.53670501708984,27.3700008392334
1998-11-05,,70.48529815673828,26.010000228881836
1998-11-06,,70.69824981689453,25.700000762939453
1998-11-09,,70.19490051269531,28.09000015258789
1998-11-10,,70.00131225585938,28.170000076293945
1998-11-11,,69.53670501708984,28.469999313354492
1998-11-12,,69.45926666259766,29.280000686645508
1998-11-13,,70.13684844970703,29.030000686645508
1998-11-16,,70.65947723388672,28.899999618530273
1998-11-17,,70.65947723388672,27.950000762939453
1998-11-18,,71.08541107177734,27.1299991607666
1998-11-19,,71.70491790771484,25.5
1998-11-20,,72.24693298339844,22.469999313354492
1998-11-23,,73.95052337646484,21.84000015258789
1998-11-24,,73.4858627319336,23.280000686645508
1998-11-25,,73.4858627319336,22.149999618530273
1998-11-27,,74.02792358398438,22.09000015258789
1998-11-30,,71.93717193603516,26.010000228881836
1998-12-01,,72.86639404296875,24.969999313354492
1998-12-02,,72.65347290039062,25.43000030517578
1998-12-03,,71.4532241821289,28.700000762939453
1998-12-04,,73.33100128173828,25.309999465942383
1998-12-07,,73.67948913574219,24.899999618530273
1998-12-08,,73.3503646850586,25.579999923706055
1998-12-09,,73.4858627319336,25.65999984741211
1998-12-10,,72.41149139404297,26.809999465942383
1998-12-11,,72.55670166015625,27.719999313354492
1998-12-14,,70.46589660644531,31.309999465942383
1998-12-15,,72.28565979003906,29.420000076293945
1998-12-16,,72.1888656616211,29.959999084472656
1998-12-17,,73.34070587158203,27.959999084472656
1998-12-18,,73.65229797363281,25.040000915527344
1998-12-21,,74.6817626953125,23.860000610351562
1998-12-22,,75.01197052001953,22.780000686645508
1998-12-23,,76.58525085449219,20.209999084472656
1998-12-24,,76.2550048828125,21.479999542236328
1998-12-28,,76.06083679199219,23.5
1998-12-29,,77.2650146484375,22.18000030517578
1998-12-30,,76.64349365234375,23.34000015258789
1998-12-31,,76.64349365234375,24.420000076293945
1999-01-04,,76.46865844726562,26.170000076293945
1999-01-05,,77.34274291992188,24.459999084472656
1999-01-06,,79.20735168457031,23.34000015258789
1999-01-07,,78.81889343261719,24.3700008392334
